"run 1, alpha = .06",BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
TRAT1,0.587288059,0.512228506,0.505400001,0.511496251,0.503542299,0.508488787,0.509562979,0.499969258,0.504348828,0.510935041,0.50257074,0.509184989,0.497946096,0.518879183,0.504051874,0.49994389,0.50920699,0.508012991,0.504558152,0.500592928,0.505604534,0.496385161,0.503351745,0.495054209,0.498036021,0.502278452,0.509364556,0.50215931,0.516909228,0.498296599,0.51606091,0.502172918,0.508691526,0.506046712,0.50440601,0.502633642,0.501575214,0.500448443,0.506117718,0.50298134,0.503443482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM58,0.580457878,0.508282065,0.501332605,0.505830516,0.499225333,0.504354173,0.505442993,0.495319208,0.500043304,0.506912482,0.497667333,0.505031806,0.493715483,0.515012781,0.499748774,0.495635788,0.505115926,0.503966635,0.500263805,0.49629578,0.500909794,0.492159801,0.499016171,0.490779592,0.493731394,0.497558215,0.504180857,0.497839565,0.512973938,0.494043208,0.502430469,0.497864053,0.504576306,0.501912688,0.500108372,0.498323791,0.497383551,0.496187602,0.50190883,0.498646013,0.501996231,0.498654231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPP7,0.578729808,0.505999273,0.498873754,0.503167065,0.49664359,0.501667636,0.50286099,0.493189921,0.497430561,0.506524742,0.495678978,0.502321211,0.491401162,0.512543116,0.498274291,0.493199932,0.498186017,0.501296592,0.497745256,0.493786254,0.49891598,0.489791177,0.496417259,0.488755305,0.491404706,0.495113442,0.501590101,0.495266096,0.510323394,0.49160833,0.499603513,0.493654171,0.500335028,0.499095001,0.497507567,0.49575479,0.492338902,0.493363032,0.498884677,0.496052756,0.499335283,0.495090211,0.495778015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAGE6P,0.576996813,0.50281391,0.49832039,0.502651247,0.495791056,0.500439074,0.502298877,0.49262884,0.496868738,0.503723038,0.494537921,0.501866392,0.488968281,0.511865804,0.496587054,0.492608792,0.501957837,0.500721602,0.497193669,0.491180959,0.498352638,0.489215327,0.495841595,0.486905703,0.490763327,0.494848024,0.497447891,0.494657408,0.509820249,0.49100629,0.499279697,0.494742351,0.501368389,0.4984043,0.496658173,0.495190412,0.493939917,0.493134077,0.498764582,0.495480009,0.49878885,0.494522291,0.49208031,0.495110969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR8D4,0.58162816,0.509366954,0.502388052,0.506920005,0.500336658,0.505356271,0.506493894,0.496721977,0.501156338,0.508237461,0.499330001,0.50613665,0.494764535,0.516098938,0.500860018,0.496733394,0.506146964,0.504958983,0.501419046,0.49738269,0.502530776,0.493209569,0.500403941,0.492137859,0.494834893,0.499068414,0.505187379,0.498929048,0.514241481,0.495105122,0.503523013,0.498964832,0.505595324,0.502993129,0.501223667,0.499427553,0.498364811,0.49748201,0.503345703,0.49975829,0.503073955,0.498747376,0.496156868,0.495496859,0.499888755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMG1,0.584083002,0.511702495,0.505513041,0.510087514,0.503108607,0.508503053,0.509672656,0.500108164,0.505556265,0.513277475,0.502672428,0.509320332,0.500242513,0.518962908,0.504177777,0.500014318,0.509321632,0.5081304,0.504605689,0.500726369,0.505725641,0.496527064,0.503481601,0.49519867,0.49811845,0.502402485,0.508283384,0.50227321,0.517001716,0.498433744,0.506725796,0.502323553,0.510866002,0.506185064,0.504533736,0.502763325,0.501706119,0.500573892,0.506234999,0.503108136,0.506330371,0.502046466,0.499471149,0.498869243,0.503121652,0.503574253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF99,0.598168951,0.517156651,0.51082417,0.515172058,0.509426286,0.513654959,0.514775299,0.505892517,0.510103379,0.516034492,0.508421915,0.514279151,0.504045159,0.523275852,0.51070321,0.505376982,0.514528844,0.513387746,0.51020631,0.506572685,0.510427994,0.502421236,0.509192534,0.499825573,0.503944526,0.508224628,0.509885692,0.508054528,0.521379083,0.504354993,0.512092627,0.508075813,0.513994228,0.511519495,0.510223127,0.508503055,0.507507186,0.506552334,0.511727274,0.508048081,0.511784882,0.507903816,0.506124908,0.503173624,0.508934376,0.51188678,0.509811667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERPINB3,0.587804901,0.516081123,0.507740599,0.510434458,0.505943634,0.508971319,0.510047679,0.500500676,0.505832736,0.5114153,0.503179596,0.50975824,0.500272836,0.519321521,0.504604245,0.500466366,0.509758258,0.508634335,0.505069252,0.501130766,0.506110872,0.497088358,0.503919473,0.49563821,0.498581697,0.503054164,0.508730917,0.502670561,0.517527923,0.498707653,0.507107308,0.50269919,0.50921999,0.506548952,0.507936197,0.503159842,0.50222299,0.500965842,0.506623182,0.503506148,0.506740535,0.502617938,0.499878481,0.499324587,0.503601634,0.507527798,0.512249194,0.504033329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOCK3,0.579860736,0.511135161,0.501075132,0.505543058,0.498978899,0.503870856,0.50523416,0.495313595,0.499801148,0.506639608,0.498006583,0.504462672,0.493566341,0.51468349,0.499349976,0.495423046,0.504859303,0.503611878,0.500022921,0.496095395,0.501476729,0.488552967,0.49878587,0.490855309,0.49354117,0.497326756,0.503872912,0.497609016,0.512594409,0.493600951,0.502185161,0.497587087,0.504370547,0.500892935,0.499883157,0.498103113,0.496990194,0.495991787,0.50165715,0.498415469,0.501710993,0.497400963,0.494498028,0.494337796,0.498519311,0.501796643,0.507349627,0.502372293,0.498387018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHLA2,0.582617176,0.513439141,0.516432388,0.50815195,0.501881802,0.506723313,0.507787865,0.498437386,0.502668691,0.509138311,0.500910993,0.507406374,0.496455521,0.516897382,0.502436636,0.496878275,0.507422546,0.506276996,0.502891619,0.499031478,0.503940648,0.49552825,0.501660415,0.48686948,0.484592981,0.500901824,0.506484821,0.500525456,0.514994479,0.496822762,0.50496517,0.500559666,0.506913758,0.504618174,0.502725945,0.501003867,0.499978014,0.498882013,0.504411818,0.501352228,0.5044881,0.500351964,0.49785276,0.49700325,0.501423214,0.504609485,0.510014587,0.510229686,0.500040185,0.501602239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK4,0.580100041,0.510230952,0.501299188,0.505643555,0.499077805,0.504205303,0.505278881,0.495553656,0.49989144,0.50668835,0.498078987,0.504863665,0.493626197,0.514811017,0.499599621,0.495527303,0.504939924,0.502850826,0.500295527,0.496160634,0.501290946,0.488231123,0.498868641,0.490898086,0.493648822,0.497826047,0.504018187,0.497685456,0.512856783,0.493920656,0.50227172,0.497751601,0.504475502,0.501758915,0.49995784,0.49818108,0.49619345,0.496056135,0.501749818,0.498500088,0.501805342,0.497506731,0.494963008,0.494394717,0.498601386,0.501935776,0.50771203,0.502332309,0.492960561,0.500204555,0.498490306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL4,0.580103762,0.507812116,0.500894678,0.5053323,0.498827798,0.503323776,0.504916072,0.49520259,0.499560335,0.506374408,0.49718544,0.50454181,0.493759482,0.514511452,0.499315541,0.495189569,0.504587701,0.502664603,0.499795051,0.495835971,0.500975796,0.491731893,0.4985347,0.490576649,0.492665072,0.497582302,0.503660518,0.497320139,0.512519001,0.493599919,0.501974136,0.497396138,0.504062458,0.501624919,0.4996705,0.497852063,0.496005593,0.495693003,0.501527849,0.498166834,0.50147542,0.497145776,0.494200002,0.493681087,0.498169535,0.501511544,0.507512653,0.502452281,0.496910079,0.499865016,0.496262238,0.498109718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRG2B,0.579454462,0.507474579,0.500431842,0.504838044,0.498262525,0.503367448,0.504426367,0.494715074,0.499079131,0.505888109,0.498130078,0.504056943,0.492822417,0.514021103,0.499084502,0.494735012,0.504090049,0.502891126,0.499368449,0.495362429,0.500496009,0.491270275,0.498051974,0.490127457,0.492939773,0.497024603,0.503229506,0.497613299,0.51198091,0.493137287,0.501468163,0.497010157,0.503600468,0.500964519,0.499142744,0.497370405,0.49632024,0.495590385,0.500944502,0.497684684,0.501003087,0.496697337,0.494258096,0.49360386,0.497730013,0.501124199,0.507141939,0.501617701,0.496485504,0.499418029,0.495231247,0.49619237,0.497591738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELF5,0.58094226,0.50869641,0.498448111,0.506291649,0.499699348,0.50473655,0.505875783,0.496101933,0.500481053,0.50728655,0.498654288,0.505463259,0.494000085,0.515397966,0.500160101,0.496128449,0.505530398,0.50428489,0.500750375,0.496580581,0.501868088,0.492561187,0.499424945,0.491381949,0.494633264,0.498412463,0.504596612,0.498256577,0.51371286,0.494492785,0.5027354,0.498235504,0.504993152,0.502329639,0.500564554,0.498754016,0.497692503,0.496585847,0.502335881,0.499080629,0.502397148,0.49807515,0.495503808,0.494932939,0.499180239,0.502526118,0.508260296,0.502924849,0.497815869,0.500712176,0.497864277,0.497588884,0.49712038,0.499139487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF98,0.57938588,0.50986511,0.503200388,0.507500975,0.501291127,0.506093439,0.507138847,0.497913908,0.502156824,0.508493783,0.50033654,0.506761409,0.495720977,0.516196461,0.501789251,0.490747782,0.506830099,0.505649532,0.502301858,0.498489612,0.503344676,0.494514108,0.501099923,0.493329125,0.496066761,0.49961596,0.503197905,0.499962369,0.513961489,0.496322849,0.504300665,0.49999836,0.50631629,0.503644323,0.502128325,0.50043465,0.499424358,0.498380621,0.503803328,0.500725589,0.503872151,0.499792325,0.497278921,0.494320182,0.500844481,0.503995064,0.509403647,0.504370603,0.49953852,0.50194991,0.499648801,0.499343099,0.498873851,0.500199393,0.500936842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GML,0.581014989,0.508940568,0.501925743,0.506448322,0.499856921,0.504218074,0.506079387,0.496291933,0.500678111,0.507490525,0.497948168,0.505666235,0.494337136,0.515643809,0.500423047,0.496264245,0.505730842,0.504485751,0.500946608,0.496909129,0.502060436,0.492739066,0.499706853,0.49067251,0.494368593,0.498590001,0.504792242,0.498451266,0.513606554,0.494662387,0.503053346,0.498487909,0.505228236,0.502525853,0.500741788,0.498950165,0.497885704,0.496795445,0.502535315,0.499278249,0.502598787,0.498270474,0.495690173,0.494546363,0.499377654,0.502726558,0.508482822,0.503164934,0.498042871,0.500960332,0.498124909,0.497195228,0.497311758,0.498701844,0.500387707,0.499356761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE1A,0.583781384,0.508394336,0.501228477,0.505613982,0.499215851,0.503680029,0.505254774,0.495787849,0.500006927,0.506667773,0.497639338,0.50485023,0.493886842,0.514562408,0.499725127,0.495787008,0.504934661,0.503717866,0.500277874,0.496377145,0.500263883,0.492361671,0.499011674,0.491269588,0.493938493,0.498009484,0.504033246,0.497912485,0.512580667,0.494514727,0.502335677,0.497899109,0.504372446,0.501803211,0.500072768,0.498344153,0.49731636,0.495314238,0.501818329,0.498651221,0.501869499,0.497686622,0.49520692,0.494277272,0.498752262,0.50199863,0.507645619,0.50238494,0.497491756,0.500312393,0.497548857,0.496834206,0.49676338,0.498100958,0.499788048,0.497646253,0.498642871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
