,BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
TRAT1,0.508422106,0.50891543,0.508590777,0.508712109,0.508155142,0.509403171,0.508324838,0.508340472,0.508517157,0.509045827,0.508201768,0.509468236,0.508491812,0.509267777,0.508281534,0.508300913,0.508237137,0.509514354,0.508633943,0.507991974,0.508626907,0.507720579,0.508438667,0.507678858,0.508304533,0.508283172,0.509293035,0.508425027,0.508666061,0.508114145,0.510420302,0.508194887,0.508199842,0.508225505,0.508428644,0.508299695,0.508287341,0.508435123,0.50859966,0.508298926,0.508780752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM58,0.507578263,0.508100817,0.50777514,0.507835024,0.507330111,0.508618801,0.507508261,0.507445627,0.507688476,0.508223553,0.507425987,0.508687355,0.507659352,0.508469405,0.507448877,0.507467092,0.507427369,0.508755862,0.507821272,0.507164366,0.507795502,0.506906472,0.507596419,0.506936394,0.507465528,0.507448617,0.508455982,0.507582267,0.507988893,0.50728678,0.508193527,0.507344833,0.507391989,0.50750539,0.507151706,0.507467838,0.507470766,0.507597215,0.507766092,0.507460207,0.508064241,0.507879474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPP7,0.507580636,0.508118531,0.507736168,0.507831232,0.507336766,0.508609896,0.507522917,0.507483216,0.507689005,0.508684827,0.507428745,0.508674013,0.507653677,0.50842541,0.507617721,0.507470856,0.507437881,0.508737057,0.507827465,0.507172863,0.507799556,0.506491663,0.507598621,0.506903209,0.507479294,0.507446212,0.508449502,0.507583033,0.50799306,0.507293347,0.50813847,0.507365991,0.507407666,0.507514044,0.507606186,0.507471889,0.507455094,0.507580917,0.507783002,0.507464305,0.508054315,0.507236805,0.507884667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAGE6P,0.507538298,0.508061462,0.507736652,0.507793111,0.507139259,0.50858444,0.507472202,0.507458479,0.507640081,0.508197302,0.507383811,0.508648807,0.507620377,0.508430388,0.507409635,0.507420406,0.507389265,0.508705004,0.507790519,0.507126585,0.507754701,0.506815671,0.507556556,0.50689246,0.50737654,0.507405688,0.508417493,0.507540776,0.507873911,0.507248293,0.508094898,0.507324416,0.507225127,0.507336502,0.507565336,0.507429237,0.50741181,0.507552915,0.507726219,0.507119928,0.507923068,0.507191133,0.507184527,0.507835497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR8D4,0.507842786,0.508363564,0.508032981,0.508091358,0.507403567,0.508878872,0.507764439,0.507763028,0.507949558,0.508545393,0.50768271,0.508946024,0.507918323,0.50873107,0.507709389,0.507723975,0.507677979,0.508998644,0.508084116,0.507417743,0.50805896,0.507152246,0.507906519,0.507192417,0.507728208,0.507707923,0.508715886,0.507844528,0.508275023,0.507541167,0.508453028,0.507619786,0.507643269,0.507736086,0.507862733,0.507726688,0.507711196,0.507907097,0.508090146,0.507317122,0.50831897,0.507484167,0.507487937,0.507199693,0.508160958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMG1,0.507774836,0.508285016,0.507960702,0.508021764,0.50752464,0.508791452,0.507488318,0.507697295,0.508071266,0.508845437,0.507619177,0.508861049,0.508184303,0.508645138,0.507645767,0.507659656,0.507617329,0.508908837,0.507758778,0.507361456,0.507986558,0.507015838,0.50779253,0.507115859,0.507663634,0.507643925,0.508630713,0.507776659,0.508169657,0.507480684,0.508372847,0.507562686,0.507995076,0.507640779,0.507795628,0.507590865,0.507644915,0.507791939,0.507957862,0.507656851,0.508243274,0.507426161,0.507410335,0.507369323,0.507679972,0.508087825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF99,0.509582235,0.510009783,0.509685529,0.509760509,0.509323303,0.510262825,0.509445812,0.509412733,0.509654653,0.510123817,0.509347913,0.510483981,0.509643475,0.510317543,0.509579476,0.509412124,0.509297891,0.510448542,0.509733487,0.509163757,0.509759924,0.508892628,0.509596488,0.508835029,0.509467561,0.509407109,0.510298029,0.509568067,0.509868674,0.509265032,0.510052111,0.509357496,0.509278487,0.509460228,0.509569442,0.509456088,0.509447696,0.509581286,0.509749221,0.509462097,0.509971634,0.50918131,0.509304283,0.509191305,0.509480802,0.509382173,0.510010949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERPINB3,0.508446476,0.509078823,0.508694506,0.508671187,0.508538141,0.509419981,0.508348803,0.508365126,0.508705239,0.509064671,0.508290932,0.509500995,0.508678169,0.50928842,0.50830731,0.508324924,0.508161369,0.509551388,0.508656693,0.508019157,0.508650524,0.507672225,0.508464573,0.50773592,0.508331658,0.508353554,0.509270341,0.508446907,0.508829088,0.508139298,0.509010531,0.508219766,0.508225772,0.508317516,0.508852264,0.50832434,0.508332066,0.508458462,0.50862323,0.508323655,0.508899234,0.508104642,0.508080116,0.508045622,0.508342926,0.508379472,0.50998833,0.508805684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOCK3,0.507891302,0.508545126,0.508085965,0.508120602,0.50763191,0.508931819,0.507821181,0.507806517,0.50799738,0.508557451,0.50772455,0.508993512,0.50797389,0.508779241,0.507756758,0.507676646,0.507725653,0.509046303,0.508131038,0.507464612,0.508118231,0.507211804,0.507909175,0.507197373,0.507774291,0.507750072,0.508750066,0.507893213,0.508306821,0.507588563,0.508494341,0.507668132,0.507699608,0.507802243,0.50791042,0.507771124,0.507758842,0.507902162,0.508078053,0.507769273,0.508368727,0.507531471,0.507403269,0.507485381,0.507792677,0.507726537,0.509526908,0.508412358,0.508210803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHLA2,0.50811338,0.508751965,0.508828579,0.508347655,0.507667986,0.509104236,0.50802788,0.508035027,0.508213821,0.508744324,0.507955095,0.509169436,0.508155541,0.508967621,0.507991928,0.507994819,0.507942882,0.509222403,0.508337315,0.507693633,0.508321383,0.507518935,0.508130417,0.507427886,0.507946388,0.50802021,0.508948759,0.508114824,0.508490115,0.507814691,0.508259277,0.507891145,0.50774714,0.50803444,0.508127508,0.507993535,0.507982789,0.508128226,0.508292923,0.507994363,0.508570014,0.507759341,0.507768129,0.507577027,0.508014554,0.50794603,0.509685943,0.50949514,0.508057774,0.508445909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK4,0.507865632,0.508477085,0.5080746,0.508113929,0.507606558,0.508908217,0.507786229,0.507761148,0.507972247,0.50852276,0.507704836,0.508969733,0.507923278,0.508699435,0.507724074,0.507746093,0.507700012,0.509034683,0.508126315,0.507437552,0.508075176,0.507172452,0.507883457,0.507164921,0.507750535,0.507728115,0.508739407,0.507867285,0.50827999,0.507563323,0.508473957,0.507651022,0.507662478,0.507781677,0.507884809,0.507748855,0.507749622,0.507882526,0.508052719,0.507743742,0.508343944,0.50750566,0.507479432,0.50746641,0.507767202,0.50770155,0.509504338,0.508368522,0.507821504,0.508038188,0.508184202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL4,0.507701999,0.508222668,0.507897811,0.507953509,0.507463499,0.508740803,0.507629175,0.507624513,0.507810274,0.508358739,0.507544915,0.508806383,0.507861507,0.508590368,0.5075825,0.507588689,0.507545684,0.50883401,0.507947412,0.507284159,0.507918296,0.507021103,0.507719902,0.507041574,0.507589852,0.507583635,0.508576059,0.507703612,0.508114813,0.507394762,0.508319456,0.507484312,0.507515172,0.507631268,0.507731958,0.507565141,0.50757306,0.507720393,0.507905511,0.507582689,0.508180431,0.507350069,0.507366585,0.507195046,0.507606415,0.507545517,0.509349759,0.508121514,0.507653569,0.507742577,0.507628212,0.508010539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRG2B,0.507461049,0.507989362,0.507661128,0.507716738,0.507216879,0.508505126,0.507397679,0.507324319,0.507572787,0.50811952,0.507341829,0.508569768,0.507542796,0.508350911,0.507387841,0.50734943,0.507315347,0.508624931,0.507714686,0.5070526,0.507677967,0.506797769,0.507479248,0.506824086,0.50736367,0.507333521,0.508337978,0.507492883,0.507874113,0.50717378,0.508081564,0.507263066,0.507282325,0.507391973,0.507488868,0.507352722,0.507335544,0.5075212,0.507648436,0.507344559,0.507942027,0.507046636,0.507135521,0.507078462,0.507368442,0.507313584,0.509086341,0.507971203,0.507414766,0.50764444,0.507389644,0.507235452,0.50775704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELF5,0.507925082,0.508445398,0.508124275,0.508180166,0.507670393,0.508869315,0.50784379,0.507772518,0.508031177,0.50858225,0.507651707,0.509028688,0.508002256,0.508814726,0.507789657,0.507813268,0.507756612,0.508992402,0.50816407,0.507495986,0.508129934,0.507227226,0.507943036,0.507215809,0.507888135,0.507791567,0.508798725,0.507915822,0.50838426,0.507626591,0.508534151,0.507700818,0.507641026,0.507839274,0.507946689,0.507807239,0.507791966,0.507906295,0.508112241,0.507757148,0.508403221,0.507562993,0.507565582,0.507523644,0.507825934,0.507758609,0.509493046,0.508427941,0.507874234,0.508096222,0.507848599,0.507689028,0.507446063,0.508246344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF98,0.508163259,0.508672324,0.508281575,0.508397963,0.507900757,0.509168914,0.508074202,0.508042612,0.508267268,0.508800945,0.508001851,0.509004875,0.508234542,0.509029211,0.50802593,0.508033879,0.50798847,0.509286092,0.508388728,0.507735431,0.508358949,0.507464131,0.508180399,0.507355901,0.508047147,0.508015468,0.509009723,0.508164451,0.508545366,0.507856988,0.50875034,0.507900712,0.507951745,0.508031643,0.508175894,0.50804086,0.508028202,0.508178321,0.508345222,0.507980559,0.508627398,0.507802351,0.507801294,0.507763538,0.508061308,0.507989743,0.5097532,0.508648442,0.508109035,0.50832089,0.508086315,0.507924165,0.507685275,0.508145571,0.50849065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GML,0.507801466,0.508325102,0.507992913,0.508051362,0.507543901,0.50883777,0.507724454,0.507721357,0.507909136,0.50845996,0.50764134,0.508904032,0.507880907,0.508692495,0.507670108,0.507682721,0.50763726,0.508960271,0.508044733,0.507376576,0.508018205,0.507110892,0.507821626,0.507124261,0.507687002,0.507666561,0.508677329,0.507802571,0.508204644,0.507471922,0.508414235,0.507576886,0.507604565,0.507718866,0.507821942,0.507685623,0.507669935,0.507818064,0.507988996,0.507680138,0.508281116,0.507442353,0.507446664,0.507403064,0.507703641,0.507639633,0.509444609,0.508307354,0.507750871,0.507972125,0.507725962,0.50756511,0.507327479,0.507784574,0.508022952,0.508117309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE1A,0.507737714,0.508246168,0.507920482,0.507975533,0.507497995,0.508723491,0.507473616,0.507664346,0.507839996,0.508367327,0.507588373,0.508785891,0.507815151,0.508580087,0.507614284,0.50763062,0.507588302,0.508837924,0.50796986,0.507340602,0.507942567,0.50709169,0.50775481,0.507111914,0.50763355,0.507614069,0.50856682,0.507748245,0.508121664,0.507469462,0.508320527,0.507531209,0.507372898,0.507664015,0.507758975,0.507630647,0.50761513,0.50775549,0.507914934,0.507624388,0.508191111,0.50725773,0.507285352,0.507366625,0.507646874,0.507587815,0.509300345,0.508214969,0.507554423,0.507904965,0.507667653,0.50751782,0.507294069,0.507722722,0.507949449,0.507607739,0.508058549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
